client,true_value,mrr_value
c32331,17,62
c32332,20,43
c32333,46,73
c32334,6,6
c32335,7,97
c32336,33,98
c32337,9,84
c32338,29,10
c32339,5,66
c32340,5,84
c32341,28,18
c32342,3,49
c32343,10,10
c32344,27,45
c32345,27,5
c32346,6,62
c32347,21,21
c32348,4,45
c32349,24,96
c32350,26,37
c32351,11,11
c32352,6,14
c32353,56,36
c32354,7,62
c32355,4,4
c32356,1,68
c32357,22,92
c32358,13,69
c32359,40,71
c32360,11,6
c32361,34,58
c32362,19,91
c32363,44,82
c32364,5,38
c32365,38,38
c32366,42,13
c32367,3,100
c32368,25,48
c32369,18,50
c32370,3,58
c32371,3,3
c32372,11,54
c32373,2,100
c32374,2,64
c32375,9,77
c32376,3,63
c32377,25,19
c32378,23,35
c32379,44,67
c32380,7,20
c32381,4,61
c32382,6,34
c32383,75,75
c32384,14,10
c32385,19,61
c32386,21,34
c32387,3,83
c32388,2,27
c32389,2,60
c32390,9,9
c32391,79,79
c32392,48,81
c32393,1,79
c32394,52,52
c32395,37,4
c32396,15,69
c32397,19,44
c32398,4,56
c32399,27,70
c32400,14,27
c32401,2,84
c32402,6,6
c32403,26,77
c32404,6,89
c32405,6,12
c32406,49,49
c32407,51,71
c32408,12,28
c32409,1,9
c32410,3,73
c32411,17,64
c32412,4,25
c32413,5,5
c32414,32,66
c32415,20,81
c32416,15,19
c32417,10,94
c32418,3,3
c32419,27,23
c32420,10,10
c32421,4,30
c32422,6,42
c32423,1,83
c32424,51,16
c32425,2,91
c32426,20,78
c32427,8,44
c32428,13,89
c32429,4,31
c32430,22,59
c32431,54,56
c32432,3,18
c32433,63,63
c32434,13,68
c32435,90,29
c32436,54,20
c32437,37,75
c32438,7,7
c32439,8,24
c32440,4,36
c32441,10,3
c32442,30,31
c32443,11,60
c32444,23,58
c32445,6,66
c32446,15,98
c32447,41,12
c32448,28,86
c32449,2,3
c32450,26,58
c32451,35,91
c32452,59,50
c32453,14,85
c32454,39,11
c32455,6,8
c32456,20,26
c32457,39,60
c32458,12,5
c32459,33,26
c32460,20,20
c32461,17,33
c32462,15,15
c32463,15,28
c32464,13,60
c32465,16,20
c32466,16,79
c32467,4,78
c32468,29,78
c32469,10,30
c32470,15,15
c32471,52,56
c32472,58,5
c32473,17,84
c32474,24,88
c32475,15,8
c32476,13,96
c32477,14,97
c32478,6,36
c32479,23,53
c32480,41,75
c32481,10,42
c32482,7,84
c32483,1,45
c32484,6,88
c32485,4,18
c32486,6,64
c32487,10,78
c32488,25,14
c32489,5,93
c32490,6,6
c32491,56,29
c32492,14,14
c32493,4,38
c32494,17,16
c32495,1,51
c32496,1,76
c32497,10,10
c32498,15,65
c32499,38,38
c32500,20,88
c32501,34,76
c32502,6,6
c32503,1,1
c32504,5,45
c32505,9,35
c32506,64,46
c32507,26,60
c32508,46,95
c32509,1,96
c32510,54,24
c32511,41,25
c32512,21,21
c32513,5,36
c32514,69,69
c32515,7,48
c32516,3,73
c32517,14,82
c32518,3,25
c32519,27,75
c32520,21,70
c32521,3,68
c32522,49,79
c32523,21,81
c32524,20,30
c32525,44,73
c32526,2,93
c32527,8,63
c32528,18,82
c32529,43,75
c32530,42,93
c32531,24,99
c32532,20,12
c32533,17,10
c32534,20,20
c32535,4,43
c32536,36,84
c32537,33,68
c32538,9,92
c32539,15,56
c32540,1,9
c32541,87,9
c32542,6,81
c32543,71,82
c32544,4,4
c32545,8,8
c32546,10,11
c32547,1,1
c32548,28,37
c32549,7,32
c32550,16,16
c32551,15,80
c32552,16,16
c32553,1,78
c32554,27,27
c32555,14,52
c32556,26,16
c32557,22,22
c32558,45,45
c32559,2,62
c32560,38,96
c32561,5,55
c32562,18,77
c32563,36,19
c32564,9,80
c32565,52,76
c32566,40,12
c32567,26,19
c32568,30,50
c32569,38,77
c32570,1,1
c32571,22,28
c32572,12,64
c32573,10,9
c32574,1,12
c32575,17,12
c32576,2,26
c32577,22,22
c32578,55,33
c32579,3,86
c32580,19,14
c32581,41,82
c32582,28,50
c32583,17,59
c32584,13,33
c32585,25,34
c32586,3,3
c32587,41,93
c32588,17,97
c32589,13,13
c32590,14,16
c32591,18,42
c32592,1,75
c32593,2,2
c32594,23,23
c32595,9,9
c32596,6,70
c32597,16,64
c32598,88,55
c32599,22,5
c32600,4,1
c32601,26,86
c32602,8,5
c32603,30,12
c32604,40,40
c32605,39,69
c32606,6,23
c32607,20,70
c32608,4,77
c32609,2,35
c32610,13,56
c32611,17,54
c32612,41,41
c32613,13,31
c32614,2,45
c32615,42,23
c32616,25,82
c32617,1,80
c32618,38,48
c32619,44,44
c32620,6,82
c32621,9,100
c32622,3,51
c32623,57,57
c32624,1,43
c32625,13,13
c32626,13,13
c32627,7,90
c32628,17,95
c32629,17,26
c32630,22,80
c32631,33,28
c32632,82,24
c32633,27,81
c32634,36,61
c32635,97,2
c32636,13,42
c32637,9,27
c32638,63,89
c32639,4,91
c32640,95,26
c32641,3,3
c32642,7,77
c32643,37,1
c32644,7,7
c32645,7,37
c32646,17,79
c32647,42,37
c32648,1,100
c32649,5,16
c32650,21,16
c32651,9,9
c32652,4,10
c32653,17,68
c32654,6,6
c32655,27,48
c32656,4,4
c32657,12,25
c32658,31,68
c32659,1,4
c32660,1,1
c32661,4,4
c32662,2,2
c32663,9,53
c32664,10,25
c32665,3,10
c32666,7,27
c32667,41,10
c32668,34,83
c32669,1,82
c32670,17,70
c32671,6,27
c32672,41,65
c32673,8,8
c32674,2,76
c32675,13,97
c32676,5,15
c32677,15,7
c32678,8,51
c32679,2,8
c32680,26,78
c32681,3,98
c32682,34,71
c32683,30,59
c32684,2,16
c32685,23,26
c32686,7,99
c32687,18,18
c32688,20,38
c32689,44,37
c32690,8,85
c32691,2,11
c32692,3,94
c32693,10,57
c32694,25,25
c32695,9,9
c32696,1,24
c32697,24,100
c32698,18,79
c32699,34,58
c32700,6,7
c32701,24,42
c32702,6,9
c32703,15,15
c32704,17,99
c32705,63,15
c32706,86,73
c32707,11,49
c32708,43,21
c32709,33,52
c32710,18,11
c32711,28,27
c32712,18,9
c32713,3,86
c32714,32,19
c32715,5,4
c32716,8,46
c32717,43,72
c32718,23,95
c32719,19,69
c32720,23,31
c32721,37,79
c32722,55,14
c32723,9,9
c32724,5,76
c32725,12,56
c32726,45,87
c32727,43,87
c32728,37,40
c32729,16,58
c32730,12,4
c32731,42,92
c32732,18,18
c32733,23,23
c32734,26,8
c32735,7,87
c32736,58,37
c32737,14,66
c32738,5,48
c32739,32,32
c32740,8,21
c32741,47,33
c32742,5,39
c32743,3,81
c32744,6,6
c32745,55,21
c32746,4,62
c32747,10,21
c32748,86,86
c32749,13,13
c32750,35,37
c32751,15,90
c32752,1,1
c32753,6,74
c32754,18,99
c32755,6,8
c32756,6,88
c32757,17,96
c32758,52,43
c32759,3,44
c32760,1,51
c32761,71,71
c32762,34,99
c32763,49,55
c32764,1,57
c32765,12,12
c32766,4,13
c32767,4,86
c32768,10,10
c32769,40,93
c32770,64,90
c32771,9,39
c32772,3,3
c32773,36,42
c32774,11,11
c32775,27,66
c32776,13,7
c32777,8,69
c32778,10,72
c32779,6,92
c32780,21,21
c32781,33,64
c32782,5,22
c32783,23,61
c32784,10,26
c32785,38,71
c32786,29,77
c32787,6,65
c32788,16,92
c32789,22,22
c32790,3,2
c32791,29,63
c32792,53,22
c32793,28,39
c32794,48,30
c32795,7,72
c32796,10,96
c32797,31,10
c32798,39,94
c32799,31,19
c32800,72,86
c32801,6,65
c32802,8,65
c32803,2,2
c32804,2,1
c32805,21,23
c32806,16,16
c32807,2,2
c32808,13,13
c32809,43,61
c32810,71,10
c32811,13,13
c32812,12,68
c32813,19,27
c32814,9,30
c32815,1,77
c32816,26,91
c32817,2,2
c32818,1,46
c32819,20,37
c32820,33,41
c32821,52,56
c32822,14,14
c32823,47,51
c32824,12,20
c32825,4,68
c32826,42,98
c32827,6,6
c32828,50,49
c32829,34,34
c32830,7,78
c32831,30,7
c32832,22,8
c32833,7,21
c32834,10,10
c32835,90,38
c32836,22,15
c32837,8,49
c32838,18,12
c32839,29,28
c32840,39,39
c32841,18,31
c32842,19,19
c32843,7,43
c32844,10,21
c32845,15,16
c32846,4,15
c32847,58,2
c32848,3,91
c32849,56,56
c32850,1,65
c32851,12,12
c32852,27,70
c32853,10,17
c32854,5,27
c32855,5,53
c32856,56,56
c32857,7,7
c32858,5,59
c32859,10,99
c32860,12,87
c32861,42,62
c32862,14,27
c32863,2,2
c32864,36,13
c32865,2,78
c32866,7,9
c32867,57,70
c32868,19,50
c32869,19,6
c32870,37,100
c32871,62,76
c32872,24,45
c32873,17,57
c32874,17,37
c32875,16,71
c32876,7,26
c32877,17,67
c32878,20,35
c32879,1,3
c32880,1,1
c32881,42,42
c32882,7,47
c32883,31,60
c32884,1,47
c32885,21,86
c32886,19,19
c32887,13,58
c32888,34,56
c32889,19,52
c32890,12,17
c32891,7,61
c32892,5,75
c32893,24,98
c32894,2,27
c32895,38,38
c32896,30,89
c32897,15,92
c32898,14,14
c32899,21,15
c32900,36,33
c32901,25,67
c32902,19,19
c32903,33,50
c32904,85,62
c32905,44,86
c32906,2,2
c32907,3,19
c32908,4,19
c32909,17,25
c32910,23,97
c32911,10,23
c32912,18,11
c32913,9,40
c32914,4,4
c32915,3,3
c32916,36,26
c32917,20,87
c32918,5,8
c32919,26,63
c32920,15,34
c32921,8,100
c32922,6,6
c32923,2,2
c32924,7,91
c32925,4,43
c32926,12,72
c32927,9,9
c32928,20,30
c32929,14,92
c32930,2,81
c32931,5,70
c32932,4,98
c32933,25,24
c32934,35,7
c32935,32,65
c32936,15,49
c32937,40,51
c32938,10,80
c32939,3,8
c32940,46,34
c32941,35,62
c32942,21,48
c32943,2,69
c32944,7,31
c32945,15,18
c32946,51,19
c32947,22,22
c32948,16,52
c32949,6,7
c32950,31,31
c32951,8,8
c32952,5,58
c32953,3,3
c32954,1,77
c32955,14,99
c32956,22,44
c32957,24,7
c32958,1,83
c32959,3,25
c32960,23,80
c32961,13,63
c32962,2,41
c32963,1,1
c32964,27,27
c32965,3,80
c32966,33,99
c32967,57,85
c32968,3,3
c32969,2,2
c32970,2,2
c32971,25,25
c32972,28,75
c32973,2,76
c32974,80,95
c32975,57,74
c32976,3,30
c32977,12,62
c32978,16,98
c32979,35,35
c32980,11,11
c32981,6,3
c32982,62,75
c32983,37,52
c32984,9,80
c32985,5,17
c32986,17,17
c32987,62,90
c32988,8,85
c32989,16,55
c32990,17,9
c32991,41,44
c32992,4,69
c32993,21,100
c32994,26,25
c32995,60,59
c32996,10,56
c32997,13,78
c32998,7,36
c32999,4,33
c33000,1,83
c33001,15,61
c33002,3,3
c33003,42,42
c33004,13,1
c33005,51,79
c33006,31,61
c33007,30,89
c33008,54,36
c33009,16,60
c33010,9,91
c33011,35,3
c33012,13,7
c33013,10,10
c33014,4,41
c33015,22,100
c33016,2,90
c33017,13,76
c33018,38,70
c33019,46,46
c33020,22,2
c33021,18,12
c33022,5,21
c33023,35,63
c33024,18,7
c33025,10,92
c33026,2,29
c33027,3,3
c33028,18,30
c33029,10,10
c33030,17,48
c33031,13,33
c33032,15,15
c33033,60,74
c33034,19,89
c33035,11,97
c33036,17,83
c33037,6,82
c33038,83,65
c33039,13,87
c33040,41,41
c33041,1,88
c33042,18,27
c33043,40,87
c33044,2,62
c33045,1,24
c33046,34,11
c33047,11,87
c33048,11,11
c33049,72,85
c33050,11,4
c33051,5,55
c33052,6,4
c33053,9,52
c33054,13,61
c33055,1,71
c33056,14,44
c33057,15,61
c33058,38,31
c33059,1,76
c33060,37,37
c33061,13,20
c33062,44,66
c33063,15,15
c33064,13,68
c33065,66,10
c33066,30,34
c33067,14,54
c33068,6,18
c33069,13,13
c33070,30,50
c33071,13,69
c33072,92,49
c33073,20,54
c33074,20,20
c33075,15,15
c33076,5,52
c33077,15,78
c33078,8,35
c33079,20,81
c33080,16,16
c33081,33,33
c33082,37,87
c33083,27,70
c33084,39,85
c33085,33,28
c33086,8,8
c33087,9,43
c33088,4,59
c33089,2,2
c33090,21,31
c33091,4,5
c33092,3,25
c33093,14,3
c33094,13,70
c33095,31,60
c33096,4,16
c33097,13,13
c33098,59,98
c33099,8,65
c33100,1,1
c33101,11,19
c33102,9,9
c33103,8,66
c33104,9,81
c33105,2,59
c33106,32,31
c33107,2,99
c33108,9,38
c33109,8,63
c33110,18,79
c33111,6,6
c33112,8,8
c33113,35,65
c33114,14,33
c33115,31,68
c33116,1,63
c33117,3,54
c33118,6,6
c33119,32,4
c33120,26,28
c33121,9,14
c33122,44,86
c33123,3,3
c33124,2,50
c33125,43,2
c33126,91,89
c33127,31,35
c33128,8,6
c33129,7,3
c33130,12,57
c33131,11,33
c33132,55,51
c33133,1,69
c33134,3,2
c33135,37,60
c33136,20,92
c33137,9,70
c33138,2,71
c33139,6,48
c33140,73,24
c33141,7,49
c33142,9,6
c33143,3,86
c33144,16,1
c33145,11,34
c33146,12,12
c33147,29,91
c33148,28,31
c33149,15,15
c33150,39,96
c33151,11,85
c33152,15,47
c33153,8,63
c33154,8,8
c33155,33,33
c33156,4,55
c33157,87,32
c33158,14,14
c33159,24,24
c33160,35,7
c33161,19,48
c33162,52,52
c33163,27,87
c33164,10,14
c33165,7,7
c33166,24,43
c33167,13,22
c33168,15,31
c33169,2,29
c33170,13,90
c33171,1,24
c33172,17,53
c33173,81,81
c33174,39,86
c33175,12,7
c33176,9,54
c33177,10,30
c33178,7,49
c33179,11,93
c33180,19,27
c33181,15,71
c33182,8,8
c33183,31,88
c33184,34,19
c33185,18,18
c33186,21,21
c33187,43,11
c33188,3,98
c33189,7,88
c33190,4,15
c33191,20,51
c33192,10,95
c33193,15,21
c33194,4,70
c33195,2,71
c33196,12,79
c33197,1,10
c33198,9,52
c33199,1,28
c33200,12,12
c33201,10,46
c33202,24,8
c33203,6,87
c33204,22,62
c33205,20,100
c33206,27,64
c33207,12,20
c33208,3,64
c33209,2,6
c33210,11,36
c33211,65,83
c33212,10,88
c33213,6,87
c33214,12,26
c33215,1,31
c33216,35,51
c33217,32,33
c33218,55,12
c33219,15,45
c33220,8,54
c33221,15,17
c33222,14,88
c33223,5,15
c33224,22,22
c33225,5,4
c33226,36,41
c33227,15,94
c33228,1,21
c33229,44,69
c33230,11,9
c33231,2,2
c33232,10,97
c33233,34,1
c33234,39,18
c33235,12,100
c33236,29,13
c33237,34,91
c33238,10,52
c33239,5,5
c33240,8,6
c33241,11,11
c33242,34,25
c33243,19,19
c33244,26,65
c33245,40,40
c33246,3,31
c33247,3,41
c33248,5,14
c33249,4,33
c33250,7,99
c33251,15,15
c33252,3,10
c33253,18,18
c33254,68,77
c33255,24,84
c33256,18,18
c33257,33,84
c33258,5,5
c33259,3,93
c33260,8,69
c33261,11,100
c33262,11,90
c33263,4,4
c33264,17,32
c33265,48,83
c33266,24,65
c33267,19,97
c33268,30,34
c33269,26,26
c33270,22,52
c33271,1,1
c33272,2,2
c33273,9,9
c33274,7,69
c33275,5,73
c33276,3,81
c33277,60,25
c33278,1,80
c33279,13,96
c33280,7,99
c33281,2,79
c33282,4,88
c33283,3,38
c33284,3,99
c33285,2,84
c33286,5,74
c33287,31,98
c33288,41,71
c33289,18,90
c33290,28,58
c33291,7,93
c33292,30,71
c33293,2,64
c33294,1,28
c33295,13,37
c33296,20,52
c33297,2,2
c33298,29,77
c33299,6,56
c33300,49,75
c33301,28,53
c33302,1,8
c33303,21,52
c33304,17,17
c33305,1,9
c33306,24,87
c33307,7,43
c33308,11,11
c33309,5,18
c33310,8,91
c33311,27,79
c33312,41,56
c33313,42,25
c33314,6,70
c33315,17,72
c33316,21,67
c33317,10,32
c33318,8,92
c33319,17,57
c33320,8,20
c33321,15,64
c33322,21,79
c33323,21,47
c33324,6,100
c33325,9,95
c33326,24,98
c33327,6,48
c33328,28,9
c33329,8,8
c33330,31,29
c33331,38,38
c33332,5,28
c33333,9,17
c33334,15,52
c33335,39,26
c33336,16,64
c33337,60,33
c33338,8,42
c33339,9,9
c33340,16,83
c33341,19,19
c33342,28,94
c33343,8,72
c33344,22,54
c33345,7,36
c33346,2,32
c33347,7,44
c33348,40,2
c33349,38,94
c33350,3,16
c33351,12,15
c33352,13,13
c33353,3,72
c33354,30,54
c33355,3,51
c33356,12,12
c33357,1,84
c33358,38,38
c33359,29,27
c33360,25,94
c33361,5,5
c33362,42,14
c33363,8,22
c33364,14,81
c33365,38,45
c33366,3,100
c33367,20,36
c33368,6,6
c33369,21,70
c33370,8,83
c33371,13,62
c33372,4,3
c33373,4,35
c33374,12,27
c33375,5,83
c33376,19,43
c33377,14,14
c33378,6,1
c33379,36,92
c33380,1,82
c33381,1,1
c33382,37,30
c33383,13,13
c33384,10,27
c33385,1,88
c33386,14,36
c33387,2,89
c33388,1,80
c33389,7,43
c33390,10,65
c33391,7,85
c33392,7,44
c33393,43,26
c33394,30,19
c33395,6,92
c33396,6,94
c33397,9,23
c33398,16,32
c33399,4,82
c33400,4,64
c33401,45,19
c33402,5,61
c33403,6,72
c33404,56,91
c33405,19,89
c33406,16,75
c33407,37,8
c33408,31,47
c33409,15,79
c33410,7,77
c33411,8,8
c33412,17,59
c33413,5,85
c33414,7,49
c33415,42,21
c33416,23,26
c33417,42,78
c33418,3,69
c33419,5,5
c33420,6,74
c33421,13,16
c33422,15,72
c33423,1,60
c33424,69,13
c33425,1,51
c33426,26,2
c33427,1,1
c33428,75,69
c33429,7,60
c33430,12,83
c33431,16,31
c33432,3,17
c33433,7,93
c33434,27,85
c33435,2,89
c33436,1,56
c33437,23,37
c33438,1,97
c33439,7,61
c33440,2,88
c33441,17,42
c33442,30,43
c33443,2,22
c33444,9,10
c33445,55,67
c33446,13,55
c33447,27,87
c33448,5,79
c33449,68,22
c33450,31,31
c33451,29,52
c33452,12,62
c33453,57,91
c33454,6,26
c33455,70,19
c33456,5,5
c33457,15,62
c33458,2,28
c33459,17,94
c33460,32,91
c33461,21,35
c33462,1,64
c33463,2,17
c33464,17,42
c33465,27,73
c33466,2,2
c33467,100,83
c33468,7,36
c33469,45,37
c33470,13,72
c33471,37,83
c33472,96,65
c33473,47,47
c33474,1,1
c33475,1,93
c33476,6,28
c33477,23,96
c33478,34,47
c33479,11,48
c33480,12,12
c33481,33,50
c33482,44,55
c33483,17,50
c33484,26,26
c33485,15,70
c33486,56,4
c33487,19,40
c33488,22,28
c33489,46,14
c33490,8,83
c33491,3,3
c33492,26,10
c33493,32,32
c33494,7,8
c33495,9,95
c33496,6,73
c33497,10,42
c33498,2,88
c33499,68,53
c33500,1,77
c33501,7,7
c33502,18,28
c33503,46,46
c33504,29,93
c33505,61,26
c33506,13,32
c33507,54,58
c33508,19,78
c33509,2,20
c33510,15,6
c33511,45,43
c33512,15,85
c33513,13,99
c33514,32,32
c33515,8,54
c33516,2,2
c33517,2,11
c33518,1,1
c33519,17,6
c33520,3,43
c33521,2,38
c33522,3,80
c33523,1,71
c33524,18,21
c33525,33,62
c33526,6,6
c33527,7,74
c33528,2,2
c33529,14,98
c33530,65,7
c33531,54,28
c33532,35,79
c33533,3,41
c33534,4,35
c33535,75,96
c33536,70,95
c33537,36,100
c33538,31,75
c33539,26,89
c33540,23,57
c33541,16,37
c33542,23,13
c33543,14,94
c33544,28,79
c33545,4,77
c33546,3,80
c33547,23,58
c33548,2,77
c33549,32,55
c33550,7,91
c33551,70,28
c33552,5,39
c33553,48,83
c33554,14,6
c33555,39,59
c33556,6,6
c33557,9,9
c33558,87,91
c33559,28,1
c33560,2,96
c33561,41,53
c33562,33,16
c33563,43,36
c33564,10,2
c33565,23,54
c33566,10,35
c33567,19,57
c33568,1,1
c33569,3,76
c33570,28,72
c33571,36,60
c33572,22,56
c33573,9,28
c33574,20,53
c33575,55,29
c33576,8,22
c33577,6,71
c33578,94,70
c33579,5,12
c33580,30,59
c33581,43,43
c33582,90,92
c33583,16,5
c33584,20,21
c33585,39,39
c33586,11,7
c33587,4,26
c33588,3,3
c33589,50,28
c33590,14,59
c33591,21,21
c33592,31,79
c33593,10,3
c33594,16,4
c33595,12,50
c33596,11,44
c33597,43,20
c33598,4,89
c33599,3,4
c33600,29,89
c33601,15,84
c33602,59,59
c33603,1,15
c33604,21,21
c33605,24,23
c33606,10,9
c33607,13,35
c33608,9,9
c33609,5,47
c33610,10,81
c33611,1,64
c33612,3,56
c33613,43,77
c33614,10,9
c33615,21,81
c33616,14,24
c33617,17,99
c33618,9,28
c33619,37,28
c33620,14,40
c33621,16,16
c33622,1,51
c33623,49,49
c33624,24,87
c33625,26,29
c33626,2,67
c33627,81,42
c33628,15,59
c33629,4,98
c33630,23,37
c33631,32,33
c33632,3,85
c33633,6,6
c33634,10,8
c33635,7,7
c33636,4,3
c33637,9,47
c33638,9,9
c33639,7,7
c33640,22,61
c33641,26,93
c33642,45,57
c33643,37,37
c33644,13,5
c33645,45,73
c33646,41,96
c33647,16,88
c33648,1,52
c33649,26,87
c33650,15,15
c33651,18,26
c33652,12,5
c33653,2,22
c33654,19,25
c33655,1,45
c33656,6,47
c33657,15,72
c33658,7,59
c33659,19,100
c33660,1,81
c33661,23,55
c33662,44,23
c33663,91,74
c33664,57,3
c33665,9,54
c33666,9,92
c33667,67,67
c33668,3,86
c33669,24,59
c33670,2,24
c33671,49,30
c33672,1,58
c33673,6,98
c33674,19,19
c33675,5,75
c33676,7,89
c33677,4,81
c33678,32,40
c33679,7,94
c33680,4,48
c33681,36,36
c33682,3,3
c33683,16,88
c33684,25,76
c33685,4,78
c33686,7,63
c33687,19,99
c33688,9,64
c33689,6,21
c33690,3,7
c33691,16,16
c33692,2,75
c33693,11,13
c33694,10,69
c33695,5,68
c33696,5,62
c33697,31,46
c33698,38,75
c33699,3,34
c33700,7,73
c33701,18,23
c33702,10,99
c33703,11,54
c33704,20,20
c33705,11,11
c33706,11,11
c33707,10,56
c33708,64,3
c33709,10,45
c33710,32,32
c33711,44,46
c33712,14,14
c33713,6,48
c33714,2,23
c33715,87,88
c33716,21,74
c33717,29,47
c33718,1,94
c33719,24,32
c33720,30,17
c33721,15,27
c33722,13,63
c33723,9,10
c33724,14,14
c33725,11,58
c33726,28,27
c33727,15,15
c33728,2,49
c33729,7,31
c33730,23,55
c33731,6,67
c33732,7,49
c33733,1,42
c33734,1,65
c33735,5,3
c33736,36,59
c33737,60,38
c33738,22,9
c33739,12,92
c33740,5,97
c33741,24,81
c33742,16,16
c33743,3,27
c33744,15,27
c33745,29,24
c33746,17,13
c33747,15,94
c33748,11,26
c33749,1,62
c33750,22,74
c33751,18,65
c33752,36,94
c33753,47,49
c33754,3,39
c33755,35,50
c33756,4,4
c33757,18,43
c33758,27,11
c33759,12,29
c33760,4,86
c33761,15,15
c33762,16,99
c33763,2,37
c33764,45,4
c33765,22,92
c33766,4,94
c33767,2,77
c33768,82,37
c33769,9,56
c33770,16,41
c33771,26,26
c33772,5,81
c33773,3,57
c33774,31,1
c33775,13,47
c33776,13,91
c33777,7,1
c33778,10,44
c33779,4,46
c33780,10,77
c33781,29,20
c33782,8,37
c33783,3,16
c33784,75,75
c33785,1,1
c33786,19,18
c33787,11,73
c33788,36,55
c33789,5,13
c33790,3,76
c33791,8,99
c33792,35,90
c33793,8,78
c33794,8,100
c33795,17,24
c33796,17,17
c33797,7,69
c33798,14,27
c33799,45,32
c33800,2,16
c33801,10,45
c33802,52,49
c33803,2,2
c33804,16,70
c33805,11,47
c33806,27,27
c33807,17,65
c33808,10,94
c33809,13,19
c33810,3,92
c33811,76,97
c33812,8,26
c33813,55,82
c33814,17,17
c33815,2,85
c33816,14,81
c33817,15,32
c33818,1,91
c33819,7,16
c33820,20,20
c33821,38,58
c33822,2,14
c33823,24,24
c33824,17,42
c33825,15,15
c33826,12,66
c33827,34,73
c33828,21,70
c33829,10,72
c33830,39,39
c33831,8,8
c33832,31,31
c33833,9,4
c33834,9,70
c33835,1,18
c33836,63,59
c33837,9,9
c33838,30,47
c33839,24,24
c33840,50,25
c33841,15,15
c33842,2,74
c33843,27,13
c33844,26,25
c33845,22,22
c33846,74,98
c33847,24,24
c33848,43,44
c33849,4,59
c33850,7,50
c33851,16,49
c33852,9,74
c33853,31,61
c33854,19,49
c33855,5,5
c33856,4,51
c33857,11,98
c33858,25,19
c33859,8,57
c33860,6,48
c33861,19,84
c33862,26,28
c33863,11,11
c33864,39,64
c33865,3,100
c33866,2,31
c33867,4,48
c33868,2,2
c33869,60,59
c33870,17,57
c33871,24,94
c33872,36,36
c33873,36,1
c33874,3,7
c33875,10,16
c33876,5,7
c33877,17,27
c33878,15,35
c33879,26,26
c33880,38,2
c33881,13,13
c33882,33,27
c33883,1,41
c33884,31,58
c33885,3,42
c33886,12,1
c33887,14,86
c33888,29,13
c33889,14,43
c33890,25,14
c33891,18,41
c33892,5,5
c33893,4,27
c33894,28,79
c33895,4,22
c33896,19,21
c33897,38,17
c33898,11,6
c33899,3,2
c33900,57,67
c33901,5,81
c33902,28,29
c33903,33,98
c33904,4,94
c33905,27,27
c33906,22,22
c33907,17,13
c33908,18,52
c33909,1,1
c33910,15,15
c33911,1,11
c33912,64,39
c33913,19,19
c33914,13,13
c33915,29,29
c33916,1,24
c33917,22,11
c33918,12,42
c33919,37,38
c33920,19,19
c33921,9,51
c33922,2,3
c33923,56,91
c33924,12,3
c33925,37,39
c33926,32,11
c33927,7,35
c33928,75,75
c33929,31,78
c33930,5,83
c33931,8,59
c33932,6,49
c33933,28,48
c33934,4,79
c33935,9,67
c33936,2,2
c33937,11,5
c33938,6,17
c33939,50,43
c33940,3,2
c33941,5,5
c33942,8,8
c33943,49,56
c33944,1,26
c33945,16,90
c33946,88,89
c33947,3,28
c33948,8,72
c33949,57,100
c33950,9,9
c33951,4,4
c33952,19,57
c33953,13,36
c33954,7,7
c33955,12,12
c33956,10,13
c33957,40,31
c33958,6,34
c33959,8,8
c33960,18,69
c33961,6,16
c33962,9,6
c33963,9,88
c33964,4,77
c33965,17,69
c33966,75,84
c33967,14,86
c33968,10,3
c33969,26,61
c33970,38,71
c33971,8,8
c33972,3,17
c33973,6,91
c33974,25,88
c33975,1,11
c33976,74,14
c33977,9,45
c33978,8,8
c33979,81,5
c33980,53,4
c33981,81,59
c33982,3,77
c33983,4,4
c33984,33,33
c33985,24,96
c33986,2,7
c33987,57,9
c33988,35,67
c33989,10,65
c33990,11,25
c33991,7,58
c33992,2,94
c33993,49,31
c33994,8,8
c33995,8,26
c33996,3,68
c33997,32,32
c33998,10,47
c33999,4,52
c34000,22,19
c34001,23,94
c34002,24,12
c34003,7,97
c34004,11,68
c34005,30,30
c34006,2,86
c34007,24,75
c34008,79,33
c34009,32,16
c34010,1,3
c34011,1,55
c34012,1,58
c34013,1,69
c34014,14,14
c34015,8,26
c34016,6,6
c34017,63,63
c34018,36,51
c34019,39,97
c34020,3,3
c34021,7,7
c34022,32,32
c34023,7,7
c34024,40,58
c34025,95,95
c34026,10,10
c34027,22,22
c34028,34,47
c34029,16,57
c34030,26,59
c34031,20,93
c34032,21,52
c34033,30,61
c34034,17,38
c34035,28,51
c34036,22,84
c34037,1,81
c34038,2,36
c34039,8,18
c34040,8,87
c34041,58,9
c34042,2,2
c34043,7,51
c34044,22,24
c34045,20,93
c34046,71,35
c34047,50,88
c34048,55,98
c34049,7,17
c34050,53,53
c34051,87,23
c34052,50,65
c34053,23,93
c34054,6,77
c34055,25,25
c34056,26,48
c34057,1,84
c34058,7,100
c34059,21,21
c34060,21,21
c34061,31,31
c34062,19,79
c34063,46,86
c34064,2,36
c34065,24,96
c34066,3,35
c34067,25,38
c34068,3,15
c34069,12,27
c34070,3,3
c34071,20,86
c34072,4,4
c34073,8,59
c34074,3,3
c34075,21,34
c34076,74,40
c34077,6,43
c34078,3,59
